TransactionID,UserID,CourseID,TransactionDate,Amount,TeacherID,UserName,Age_x,Email,CourseName,CoursePrice,CourseDuration,CourseRating,TeacherName,Age_y,Gender_y,YearsOfExperience,TeacherRating,Gender_x_Female,Gender_x_Male,PaymentMethod_Bank Transfer,PaymentMethod_Credit Card,PaymentMethod_PayPal,CourseCategory_Artificial Intelligence,CourseCategory_Business,CourseCategory_Cybersecurity,CourseCategory_Data Science,CourseCategory_Design,CourseCategory_Digital Marketing,CourseCategory_Finance,CourseCategory_Machine Learning,CourseCategory_Marketing,CourseCategory_Programming,CourseCategory_Project Management,CourseCategory_Web Development,CourseType_Free,CourseType_Paid,CourseLevel_Advanced,CourseLevel_Beginner,CourseLevel_Intermediate,PriceCategory_High,PriceCategory_Low,PriceCategory_Medium,ExperienceLevel_Beginner,ExperienceLevel_Expert,ExperienceLevel_Intermediate,DurationCategory_Long,DurationCategory_Medium,DurationCategory_Short,Expertise_Artificial Intelligence,Expertise_Business,Expertise_Cybersecurity,Expertise_Data Science,Expertise_Design,Expertise_Digital Marketing,Expertise_Finance,Expertise_Machine Learning,Expertise_Marketing,Expertise_Programming,Expertise_Project Management,Expertise_Web Development
TT00011,U00013,CR00060,2025-11-26,0.0,TC00042,cherrykathleen,33,michelewatkins@outlook.com,Content Creation,0.0,8.95,2.14,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TT00012,U00013,CR00030,2025-01-20,0.0,TC00042,cherrykathleen,33,michelewatkins@outlook.com,Reinforcement Learning,0.0,38.49,1.73,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00013,U00013,CR00056,2025-08-28,212.39,TC00042,cherrykathleen,33,michelewatkins@outlook.com,Google Ads Mastery,212.39,22.89,3.15,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00014,U00015,CR00045,2025-04-27,0.0,TC00040,tbaker,27,kelly33@yahoo.com,Financial Modeling,0.0,6.36,1.59,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00015,U00015,CR00046,2025-02-19,248.1,TC00040,tbaker,27,kelly33@yahoo.com,AI for Beginners,248.1,9.4,1.2,Kimberly Miller,49,Male,24,4.58,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00016,U00015,CR00040,2025-12-22,327.99,TC00040,tbaker,27,kelly33@yahoo.com,Leadership in Projects,327.99,12.13,1.51,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00017,U00015,CR00019,2025-07-14,0.0,TC00042,tbaker,27,kelly33@yahoo.com,Content Marketing,0.0,18.0,2.98,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00018,U00018,CR00046,2025-05-22,248.1,TC00040,nicole97,24,aprilharrell@hotmail.com,AI for Beginners,248.1,9.4,1.2,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00019,U00018,CR00047,2025-04-21,89.59,TC00040,nicole97,24,aprilharrell@hotmail.com,Natural Language Processing,89.59,1.55,2.68,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00020,U00018,CR00045,2025-01-12,0.0,TC00040,nicole97,24,aprilharrell@hotmail.com,Financial Modeling,0.0,6.36,1.59,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00021,U00018,CR00001,2025-03-24,472.28,TC00042,nicole97,24,aprilharrell@hotmail.com,Python Basics,472.28,11.0,4.74,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00022,U00018,CR00029,2025-01-20,0.0,TC00042,nicole97,24,aprilharrell@hotmail.com,Natural Language Processing,0.0,16.33,1.13,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00023,U00028,CR00040,2025-05-06,327.99,TC00042,zgomez,30,rwhitaker@outlook.com,Leadership in Projects,327.99,12.13,1.51,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00024,U00028,CR00010,2025-08-12,0.0,TC00042,zgomez,30,rwhitaker@outlook.com,3D Modeling,0.0,15.29,4.45,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00025,U00028,CR00056,2025-03-04,212.39,TC00040,zgomez,30,rwhitaker@outlook.com,Google Ads Mastery,212.39,22.89,3.15,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00026,U00028,CR00021,2025-04-17,0.0,TC00040,zgomez,30,rwhitaker@outlook.com,Data Analysis with Python,0.0,1.2,3.6,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00027,U00028,CR00031,2025-04-20,0.0,TC00040,zgomez,30,rwhitaker@outlook.com,Network Security,0.0,26.52,1.91,Kimberly Miller,49,Male,24,4.58,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00028,U00045,CR00043,2025-05-06,0.0,TC00040,rodneystevens,23,mitchellwilliam@yahoo.com,Corporate Finance,0.0,31.77,4.14,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00029,U00045,CR00036,2025-04-28,0.0,TC00040,rodneystevens,23,mitchellwilliam@yahoo.com,Agile Project Management,0.0,15.75,4.68,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00030,U00045,CR00045,2025-07-10,0.0,TC00040,rodneystevens,23,mitchellwilliam@yahoo.com,Financial Modeling,0.0,6.36,1.59,Kimberly Miller,49,Male,24,4.58,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00031,U00045,CR00035,2025-07-27,0.0,TC00040,rodneystevens,23,mitchellwilliam@yahoo.com,Cyber Threat Intelligence,0.0,42.59,4.94,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00032,U00048,CR00022,2025-11-19,0.0,TC00040,willie71,19,zgarza@hotmail.com,Data Visualization,0.0,32.64,3.65,Kimberly Miller,49,Male,24,4.58,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00033,U00048,CR00016,2025-03-21,0.0,TC00040,willie71,19,zgarza@hotmail.com,Digital Marketing,0.0,42.68,4.72,Kimberly Miller,49,Male,24,4.58,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00034,U00048,CR00037,2025-05-25,0.0,TC00040,willie71,19,zgarza@hotmail.com,Scrum Essentials,0.0,33.93,3.45,Kimberly Miller,49,Male,24,4.58,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00035,U00048,CR00025,2025-05-08,299.57,TC00040,willie71,19,zgarza@hotmail.com,Statistical Analysis,299.57,48.32,3.74,Kimberly Miller,49,Male,24,4.58,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00036,U00055,CR00058,2025-04-29,0.0,TC00040,hallandrea,31,michelle73@gmail.com,Social Media Strategy,0.0,1.46,4.44,Kimberly Miller,49,Male,24,4.58,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00037,U00055,CR00057,2025-05-17,177.34,TC00040,hallandrea,31,michelle73@gmail.com,SEO for E-commerce,177.34,49.73,3.89,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00038,U00055,CR00014,2025-09-21,0.0,TC00040,hallandrea,31,michelle73@gmail.com,Sales Mastery,0.0,22.29,3.15,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00039,U00055,CR00016,2025-06-02,0.0,TC00042,hallandrea,31,michelle73@gmail.com,Digital Marketing,0.0,42.68,4.72,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00040,U00055,CR00051,2025-09-14,37.89,TC00042,hallandrea,31,michelle73@gmail.com,HTML & CSS,37.89,24.11,1.3,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00041,U00071,CR00025,2025-03-02,299.57,TC00042,kevin94,30,gonzalezchristine@hotmail.com,Statistical Analysis,299.57,48.32,3.74,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00042,U00071,CR00048,2025-03-18,0.0,TC00042,kevin94,30,gonzalezchristine@hotmail.com,AI Ethics,0.0,42.7,3.64,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00043,U00071,CR00015,2025-10-16,285.05,TC00040,kevin94,30,gonzalezchristine@hotmail.com,Leadership Essentials,285.05,34.78,1.96,Kimberly Miller,49,Male,24,4.58,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00044,U00083,CR00028,2025-12-08,0.78,TC00042,james92,16,kconrad@gmail.com,Deep Learning,0.78,44.96,3.89,Yolanda Levine,49,Female,21,4.97,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00045,U00083,CR00054,2025-09-09,0.0,TC00042,james92,16,kconrad@gmail.com,Backend Development with Node.js,0.0,48.57,3.32,Yolanda Levine,49,Female,21,4.97,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00046,U00083,CR00044,2025-09-21,119.04,TC00040,james92,16,kconrad@gmail.com,Personal Finance,119.04,23.41,2.75,Kimberly Miller,49,Male,24,4.58,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00047,U00083,CR00040,2025-11-15,327.99,TC00040,james92,16,kconrad@gmail.com,Leadership in Projects,327.99,12.13,1.51,Kimberly Miller,49,Male,24,4.58,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00048,U00085,CR00035,2025-11-11,0.0,TC00040,scottluna,22,adam86@yahoo.com,Cyber Threat Intelligence,0.0,42.59,4.94,Kimberly Miller,49,Male,24,4.58,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00049,U00085,CR00053,2025-06-15,0.0,TC00040,scottluna,22,adam86@yahoo.com,React for Beginners,0.0,40.07,2.67,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00050,U00085,CR00002,2025-03-01,0.0,TC00042,scottluna,22,adam86@yahoo.com,Java Programming,0.0,37.7,2.43,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00051,U00109,CR00002,2025-04-26,0.0,TC00040,amyschmidt,15,alicia06@yahoo.com,Java Programming,0.0,37.7,2.43,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00052,U00109,CR00023,2025-02-11,0.0,TC00040,amyschmidt,15,alicia06@yahoo.com,Machine Learning Fundamentals,0.0,9.71,3.02,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00053,U00109,CR00054,2025-02-21,0.0,TC00040,amyschmidt,15,alicia06@yahoo.com,Backend Development with Node.js,0.0,48.57,3.32,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00054,U00112,CR00024,2025-10-21,117.68,TC00042,williamswilliam,34,qmiller@yahoo.com,Big Data Analytics,117.68,48.09,2.57,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00055,U00112,CR00036,2025-04-07,0.0,TC00040,williamswilliam,34,qmiller@yahoo.com,Agile Project Management,0.0,15.75,4.68,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00056,U00112,CR00007,2025-02-22,0.0,TC00040,williamswilliam,34,qmiller@yahoo.com,UI/UX Design,0.0,48.68,2.61,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00057,U00112,CR00016,2025-06-05,0.0,TC00042,williamswilliam,34,qmiller@yahoo.com,Digital Marketing,0.0,42.68,4.72,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00058,U00112,CR00023,2025-02-25,0.0,TC00040,williamswilliam,34,qmiller@yahoo.com,Machine Learning Fundamentals,0.0,9.71,3.02,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00059,U00117,CR00008,2025-10-15,0.0,TC00042,kristin26,19,megan10@gmail.com,Photoshop Mastery,0.0,2.87,1.52,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TT00060,U00117,CR00027,2025-08-03,0.0,TC00042,kristin26,19,megan10@gmail.com,Neural Networks,0.0,9.3,1.81,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TT00061,U00117,CR00001,2025-11-28,472.28,TC00040,kristin26,19,megan10@gmail.com,Python Basics,472.28,11.0,4.74,Kimberly Miller,49,Male,24,4.58,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
TT00062,U00126,CR00060,2025-07-17,0.0,TC00042,zhall,23,juliecervantes@yahoo.com,Content Creation,0.0,8.95,2.14,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TT00063,U00126,CR00036,2025-10-01,0.0,TC00042,zhall,23,juliecervantes@yahoo.com,Agile Project Management,0.0,15.75,4.68,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00064,U00126,CR00050,2025-01-06,490.9,TC00042,zhall,23,juliecervantes@yahoo.com,Computer Vision,490.9,7.55,4.55,Yolanda Levine,49,Female,21,4.97,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TT00065,U00126,CR00028,2025-04-16,0.78,TC00042,zhall,23,juliecervantes@yahoo.com,Deep Learning,0.78,44.96,3.89,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00066,U00128,CR00027,2025-02-21,0.0,TC00042,misty15,35,thomasharris@yahoo.com,Neural Networks,0.0,9.3,1.81,Yolanda Levine,49,Female,21,4.97,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TT00067,U00128,CR00054,2025-12-10,0.0,TC00042,misty15,35,thomasharris@yahoo.com,Backend Development with Node.js,0.0,48.57,3.32,Yolanda Levine,49,Female,21,4.97,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00068,U00128,CR00050,2025-01-03,490.9,TC00040,misty15,35,thomasharris@yahoo.com,Computer Vision,490.9,7.55,4.55,Kimberly Miller,49,Male,24,4.58,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
TT00069,U00133,CR00052,2025-06-05,0.0,TC00042,mccarthyscott,21,raymondthomas@gmail.com,JavaScript Mastery,0.0,40.76,2.2,Yolanda Levine,49,Female,21,4.97,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00070,U00133,CR00010,2025-07-19,0.0,TC00042,mccarthyscott,21,raymondthomas@gmail.com,3D Modeling,0.0,15.29,4.45,Yolanda Levine,49,Female,21,4.97,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00071,U00133,CR00041,2025-10-10,53.86,TC00042,mccarthyscott,21,raymondthomas@gmail.com,Financial Accounting,53.86,47.08,2.47,Yolanda Levine,49,Female,21,4.97,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TT00072,U00133,CR00055,2025-07-05,57.32,TC00040,mccarthyscott,21,raymondthomas@gmail.com,Full-Stack Web Development,57.32,43.95,4.74,Kimberly Miller,49,Male,24,4.58,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
